User_ID,Timestamp,Product,Amount
User_996,2023-03-11 13:30:45.366445,Product_14,907
User_576,2023-09-03 13:30:45.366445,Product_15,75
User_725,2023-07-28 13:30:45.366445,Product_80,605
User_218,2023-03-21 13:30:45.366445,Product_60,41
User_380,2023-10-20 13:30:45.367446,Product_82,120
User_146,2024-02-07 13:30:45.367446,Product_6,427
User_367,2023-12-06 13:30:45.367446,Product_3,47
User_171,2023-10-04 13:30:45.367446,Product_48,370
User_257,2023-04-24 13:30:45.367446,Product_61,251
User_724,2023-07-25 13:30:45.367446,Product_55,631
User_989,2023-12-09 13:30:45.367446,Product_92,630
User_425,2023-11-28 13:30:45.367446,Product_10,93
User_299,2023-11-11 13:30:45.367446,Product_1,609
User_788,2023-07-23 13:30:45.367446,Product_45,657
User_199,2023-04-06 13:30:45.367446,Product_74,559
User_318,2023-09-30 13:30:45.367446,Product_92,506
User_651,2023-11-15 13:30:45.367446,Product_11,198
User_827,2023-10-05 13:30:45.367446,Product_91,137
User_410,2023-05-04 13:30:45.367446,Product_46,808
User_880,2023-04-08 13:30:45.367446,Product_64,595
User_947,2023-06-09 13:30:45.367446,Product_56,198
User_717,2023-07-14 13:30:45.367446,Product_34,299
User_343,2023-06-09 13:30:45.367446,Product_74,93
User_100,2023-11-19 13:30:45.367446,Product_66,108
User_456,2023-07-18 13:30:45.367446,Product_31,921
User_932,2023-10-11 13:30:45.367446,Product_94,451
User_433,2023-04-10 13:30:45.367446,Product_50,845
User_776,2023-06-12 13:30:45.367446,Product_6,309
User_108,2023-11-23 13:30:45.367446,Product_3,459
User_264,2023-07-30 13:30:45.367446,Product_23,59
User_516,2023-08-16 13:30:45.367446,Product_83,249
User_158,2023-09-09 13:30:45.367446,Product_43,471
User_207,2023-07-29 13:30:45.367446,Product_30,456
User_836,2024-02-06 13:30:45.367446,Product_55,207
User_321,2023-05-17 13:30:45.367446,Product_51,412
User_91,2023-08-04 13:30:45.367446,Product_69,450
User_204,2023-07-13 13:30:45.367446,Product_56,803
User_551,2024-01-10 13:30:45.367446,Product_92,90
User_934,2023-12-09 13:30:45.367446,Product_53,717
User_869,2024-02-13 13:30:45.367446,Product_55,387
User_507,2023-10-05 13:30:45.367446,Product_77,993
User_196,2023-08-15 13:30:45.367446,Product_25,627
User_285,2023-04-15 13:30:45.367446,Product_27,30
User_487,2024-02-13 13:30:45.367446,Product_86,271
User_799,2024-01-04 13:30:45.367446,Product_57,169
User_482,2023-04-09 13:30:45.367446,Product_44,135
User_347,2023-09-29 13:30:45.367446,Product_90,495
User_91,2023-03-29 13:30:45.367446,Product_18,270
User_549,2023-11-18 13:30:45.367446,Product_11,983
User_163,2024-02-23 13:30:45.367446,Product_87,189
User_145,2023-11-03 13:30:45.367446,Product_55,79
User_916,2024-02-19 13:30:45.367446,Product_42,285
User_24,2023-12-28 13:30:45.367446,Product_86,508
User_102,2024-02-10 13:30:45.367446,Product_84,240
User_129,2023-09-09 13:30:45.367446,Product_68,828
